id;date_commentaire;device;canal;sentiment_source;type_irritant;type_sinistre;anciennete_client;type_contrat;csat;gravite_sinistre;region_client;canal_resolution;commentaire;text_norm;sentiment_pred;score_sentiment;incident;categorie_principale;categorie_secondaire;score_categorie;methode_categorie;contradiction;theme;theme_detail;pipeline_version
5393;2024-08-23;Android;App;neu;bug;vol;10+ ans;tous_risques;3;moyenne;Bretagne;App;C'est mitigé, le bouton valider ne fait rien sur mon téléphone, bref ça passe mais c'est limite, le support via app a aidé.;c'est mitigé le bouton valider ne fait rien sur mon téléphone bref ça passe mais c'est limite le support via app a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5394;2024-05-30;iOS;Téléphone;neg;parcours;bris_de_glace;1-3 ans;tous_risques;2;faible;Île-de-France;Web;Ras-le-bol, on tourne en rond dans les écrans entre devis et sinistre, honnêtement ça bloque encore, j'espère que ça ira mieux.;ras le bol on tourne en rond dans les écrans entre devis et sinistre honnêtement ça bloque encore j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5395;2024-04-14;Web;App;neu;photo;collision;3-10 ans;tous_risques;3;forte;Auvergne-Rhône-Alpes;App;C'est mitigé, le scan des documents tourne en rond après trois essais, bref ça passe mais c'est limite, j'attends une amélioration.;c'est mitigé le scan des documents tourne en rond après trois essais bref ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5396;2024-06-12;Android;App;neg;parcours;collision;1-3 ans;tous_risques;1;faible;Grand Est;Email;C'est inadmissible, les boutons ne sont pas clairs sur la partie indemnisation, bref je perds un temps fou, j'ai fini par appeler.;c'est inadmissible les boutons ne sont pas clairs sur la partie indemnisation bref je perds un temps fou j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5397;2024-09-22;iOS;App;neg;parcours;bris_de_glace;3-10 ans;jeune_conducteur;2;moyenne;Auvergne-Rhône-Alpes;App;Ras-le-bol, on tourne en rond dans les écrans entre les onglets et je perds tout, alors rien n'avance, j'espère que ça ira mieux.;ras le bol on tourne en rond dans les écrans entre les onglets et je perds tout alors rien n'avance j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5398;2024-03-05;iOS;Agence;neg;bug;incendie;1-3 ans;tiers;1;moyenne;Bourgogne-Franche-Comté;App;Je suis déçu, un message d'erreur apparaît après la mise à jour malgré plusieurs essais, mais rien n'avance, c'est pas sérieux.;je suis déçu un message d'erreur apparaît après la mise à jour malgré plusieurs essais mais rien n'avance c'est pas sérieux;Négatif;2.0;True;Technique / Bug / Fonctionnalité;;1.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
5399;2024-03-31;iOS;App;neu;authentification;vol;3-10 ans;tous_risques;3;moyenne;Pays de la Loire;App;Globalement ça va, ça bloque sur l'authentification sur l'espace client, alors j'ai dû m'y reprendre, le support via app a aidé.;globalement ça va ça bloque sur l'authentification sur l'espace client alors j'ai dû m'y reprendre le support via app a aidé;Négatif;1.0;True;Compte / Connexion / Authentification;;2.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5400;2024-01-26;Web;App;neg;photo;bris_de_glace;3-10 ans;tiers;2;faible;Bretagne;Email;Ras-le-bol, la caméra ne s'ouvre pas au moment de valider et je perds tout, et ça bloque encore, c'est pas sérieux.;ras le bol la caméra ne s'ouvre pas au moment de valider et je perds tout et ça bloque encore c'est pas sérieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5401;2024-06-07;Web;App;neg;complexité;collision;1-3 ans;tous_risques;2;forte;PACA;Téléphone;Très mécontent, les justificatifs demandés sont trop nombreux pour un sinistre simple, honnêtement je perds un temps fou, c'est pas sérieux.;très mécontent les justificatifs demandés sont trop nombreux pour un sinistre simple honnêtement je perds un temps fou c'est pas sérieux;Négatif;1.0;True;Sinistre / Indemnisation;;1.0;keywords;False;Sinistre / Indemnisation;;ASSURANCE_FINAL_v1
5402;2024-12-13;iOS;Téléphone;neg;complexité;collision;1-3 ans;tous_risques;1;moyenne;Nouvelle-Aquitaine;Web;Ras-le-bol, je dois refaire plusieurs fois pour un petit impact malgré plusieurs essais, bref je perds un temps fou, j'espère que ça ira mieux.;ras le bol je dois refaire plusieurs fois pour un petit impact malgré plusieurs essais bref je perds un temps fou j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5403;2024-01-08;Web;Web;neu;photo;catastrophe_naturelle;1-3 ans;tiers;3;faible;Nouvelle-Aquitaine;App;Pas terrible mais bon, la caméra ne s ouvre pas à la fin du formulaire, bref ça passe mais c'est limite, ça manque de simplicité.;pas terrible mais bon la caméra ne s ouvre pas à la fin du formulaire bref ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5404;2024-05-15;iOS;App;neg;bug;vol;3-10 ans;pro;1;faible;Île-de-France;App;Franchement, j'ai un écran blanc quand j'ouvre le dossier malgré plusieurs essais, mais rien n'avance, c'est pas sérieux.;franchement j'ai un écran blanc quand j'ouvre le dossier malgré plusieurs essais mais rien n'avance c'est pas sérieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5405;2024-04-02;Android;Email;pos;photo;bris_de_glace;3-10 ans;pro;4;faible;Normandie;App;Merci, la caméra ne s'ouvre pas à la fin du formulaire mais la résolution a été rapide, honnêtement tout est bien expliqué, bravo à l'équipe.;merci la caméra ne s'ouvre pas à la fin du formulaire mais la résolution a été rapide honnêtement tout est bien expliqué bravo à l'équipe;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5406;2024-08-28;Android;App;pos;parcours;collision;0-1 an;tous_risques;5;moyenne;PACA;App;Nickel, on tourne en rond dans les écrans sur la partie indemnisation mais la résolution a été rapide, donc le suivi était clair, service efficace.;nickel on tourne en rond dans les écrans sur la partie indemnisation mais la résolution a été rapide donc le suivi était clair service efficace;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5407;2024-03-16;iOS;Web;pos;photo;collision;10+ ans;tiers;4;moyenne;Normandie;App;Merci, la caméra ne s'ouvre pas pendant la déclaration mais la résolution a été rapide, du coup j'ai eu une réponse rapide, service efficace, efficace.;merci la caméra ne s'ouvre pas pendant la déclaration mais la résolution a été rapide du coup j'ai eu une réponse rapide service efficace efficace;Positif;3.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5408;2024-04-10;Android;Web;neg;bug;collision;1-3 ans;tous_risques;2;faible;Île-de-France;App;C'est inadmissible, le bouton valider ne fait rien quand j'ouvre le dossier, honnêtement ça bloque encore, j'espère que ça ira mieux.;c'est inadmissible le bouton valider ne fait rien quand j'ouvre le dossier honnêtement ça bloque encore j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5409;2024-11-26;Web;Web;neu;lenteur;collision;3-10 ans;jeune_conducteur;3;faible;PACA;Téléphone;Globalement ça va, ça mouline sans fin au moment d'envoyer, franchement ça passe mais c'est limite, j'attends une amélioration.;globalement ça va ça mouline sans fin au moment d'envoyer franchement ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5410;2024-11-02;Android;Web;neg;complexité;incendie;10+ ans;tiers;2;moyenne;Nouvelle-Aquitaine;Web;Je suis déçu, je dois refaire plusieurs fois pour un sinistre simple, et ça bloque encore, ça devient pénible.;je suis déçu je dois refaire plusieurs fois pour un sinistre simple et ça bloque encore ça devient pénible;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5411;2024-10-25;iOS;Web;neg;authentification;collision;3-10 ans;tiers;2;faible;Île-de-France;App;C'est inadmissible, le lien de connexion expire quand je valide le code et je perds tout, bref ça bloque encore, bonne journée.;c'est inadmissible le lien de connexion expire quand je valide le code et je perds tout bref ça bloque encore bonne journée;Négatif;1.0;True;Compte / Connexion / Authentification;;3.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5412;2024-04-13;iOS;App;neu;parcours;bris_de_glace;3-10 ans;tiers;3;moyenne;Île-de-France;Web;C'est mitigé, le parcours est confus sur la partie indemnisation, franchement ça passe mais c'est limite, le support via web a aidé.;c'est mitigé le parcours est confus sur la partie indemnisation franchement ça passe mais c'est limite le support via web a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5413;2024-02-07;Android;Web;neg;lenteur;vol;0-1 an;tous_risques;1;moyenne;Grand Est;Web;Ras-le-bol, le dossier met trop longtemps à s'afficher au moment d'envoyer et je perds tout, alors ça bloque encore, je vais réessayer plus tard.;ras le bol le dossier met trop longtemps à s'afficher au moment d'envoyer et je perds tout alors ça bloque encore je vais réessayer plus tard;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5414;2024-03-12;Web;Web;neg;photo;bris_de_glace;1-3 ans;jeune_conducteur;2;faible;Hauts-de-France;Web;Ras-le-bol le scan des documents tourne en rond à la fin du formulaire malgré plusieurs essais donc je perds un temps fou j'espère que ça.;ras le bol le scan des documents tourne en rond à la fin du formulaire malgré plusieurs essais donc je perds un temps fou j'espère que ça;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5415;2024-11-17;Android;App;neu;photo;collision;1-3 ans;tous_risques;3;moyenne;Nouvelle-Aquitaine;Téléphone;Ça pourrait être mieux, l'envoi des clichés échoue après trois essais, franchement j'ai réussi au final, ça manque de simplicité.;ça pourrait être mieux l'envoi des clichés échoue après trois essais franchement j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5416;2024-02-18;Android;Web;neu;authentification;collision;3-10 ans;tiers;3;moyenne;PACA;App;C'est mitigé, la reconnaissance Face ID échoue alors que mes identifiants sont bons, et j'ai dû m'y reprendre, le support via app a aidé.;c'est mitigé la reconnaissance face id échoue alors que mes identifiants sont bons et j'ai dû m'y reprendre le support via app a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5417;2024-06-14;Web;App;neu;complexité;vol;3-10 ans;tous_risques;3;faible;Bourgogne-Franche-Comté;Web;Globalement ça va les justificatifs demandés sont trop nombreux pour un sinistre simple du coup ça passe mais c'est limite le support via web a.;globalement ça va les justificatifs demandés sont trop nombreux pour un sinistre simple du coup ça passe mais c'est limite le support via web a;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5418;2024-02-01;Web;Web;neu;authentification;bris_de_glace;3-10 ans;tous_risques;3;faible;Pays de la Loire;App;C'est mitigé, le lien de connexion expire quand je valide le code, du coup j'ai dû m'y reprendre, ça manque de simplicité.;c'est mitigé le lien de connexion expire quand je valide le code du coup j'ai dû m'y reprendre ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5419;2024-02-02;Web;App;neg;parcours;collision;1-3 ans;tous_risques;2;moyenne;Île-de-France;Email;Je suis déçu je n'arrive pas à trouver où suivre mon sinistre sur la partie indemnisation donc je perds un temps fou merci de corriger.;je suis déçu je n'arrive pas à trouver où suivre mon sinistre sur la partie indemnisation donc je perds un temps fou merci de corriger;Négatif;1.0;True;Sinistre / Indemnisation;;2.0;keywords;False;Sinistre / Indemnisation;;ASSURANCE_FINAL_v1
5420;2024-02-25;Android;App;neg;lenteur;vol;3-10 ans;tiers;1;faible;Hauts-de-France;Web;Très mécontent, le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout.;très mécontent le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout;Négatif;1.0;True;Déclaration / Dossier;;2.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
5421;2024-05-11;Android;App;neg;complexité;collision;3-10 ans;tiers;2;faible;Occitanie;Téléphone;Très mécontent, je dois refaire plusieurs fois pour avancer et je perds tout, franchement je perds un temps fou, j'ai fini par appeler.;très mécontent je dois refaire plusieurs fois pour avancer et je perds tout franchement je perds un temps fou j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
5422;2024-09-17;Android;App;neu;bug;collision;1-3 ans;tiers;3;moyenne;Bretagne;Téléphone;C'est mitigé, l'application plante sur la dernière étape, alors ça passe mais c'est limite, j'attends une amélioration.;c'est mitigé l'application plante sur la dernière étape alors ça passe mais c'est limite j'attends une amélioration;Négatif;1.0;True;Technique / Bug / Fonctionnalité;;3.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
5423;2024-09-03;Web;Web;neu;lenteur;collision;0-1 an;pro;3;moyenne;Auvergne-Rhône-Alpes;Web;Pas terrible mais bon, l'app met des minutes à répondre sur la validation finale, honnêtement ça passe mais c'est limite, ça manque de simplicité.;pas terrible mais bon l'app met des minutes à répondre sur la validation finale honnêtement ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5424;2024-09-25;Web;App;neg;parcours;incendie;3-10 ans;tous_risques;2;faible;Occitanie;App;C'est inadmissible, les infos demandées se répètent sur la partie indemnisation, du coup je perds un temps fou, merci quand même.;c'est inadmissible les infos demandées se répètent sur la partie indemnisation du coup je perds un temps fou merci quand même;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5425;2024-11-04;Android;Web;neg;photo;collision;1-3 ans;tous_risques;1;faible;Normandie;Web;C'est inadmissible, le scan des documents tourne en rond pendant la déclaration et je perds tout, donc ça bloque encore, j'ai fini par appeler.;c'est inadmissible le scan des documents tourne en rond pendant la déclaration et je perds tout donc ça bloque encore j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
5426;2024-02-25;Android;App;neg;photo;vol;1-3 ans;tous_risques;2;moyenne;Normandie;App;Ras-le-bol, je ne peux pas joindre les images après trois essais, mais rien n'avance, j'espère que ça ira mieux.;ras le bol je ne peux pas joindre les images après trois essais mais rien n'avance j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5427;2024-11-19;iOS;Web;neg;photo;catastrophe_naturelle;1-3 ans;tiers;2;faible;Occitanie;Web;C'est inadmissible, la caméra ne s'ouvre pas sur l'étape des justificatifs, franchement rien n'avance, c'est pas sérieux.;c'est inadmissible la caméra ne s'ouvre pas sur l'étape des justificatifs franchement rien n'avance c'est pas sérieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5428;2024-02-11;Android;App;neg;photo;collision;3-10 ans;jeune_conducteur;1;moyenne;Occitanie;App;Je suis déçu, les photos restent en attente à la fin du formulaire malgré plusieurs essais, et ça bloque encore, je vais réessayer plus tard.;je suis déçu les photos restent en attente à la fin du formulaire malgré plusieurs essais et ça bloque encore je vais réessayer plus tard;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5429;2024-10-19;Android;Web;neu;bug;vol;3-10 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Web;C'est mitigé, un message d'erreur apparaît au moment de confirmer, et ça passe mais c'est limite, le support via web a aidé.;c'est mitigé un message d'erreur apparaît au moment de confirmer et ça passe mais c'est limite le support via web a aidé;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
5430;2024-09-01;iOS;App;neg;parcours;collision;3-10 ans;tiers;1;moyenne;Île-de-France;App;Je suis déçu, le parcours est confus sur la partie indemnisation malgré plusieurs essais, mais rien n'avance, je vais réessayer plus tard.;je suis déçu le parcours est confus sur la partie indemnisation malgré plusieurs essais mais rien n'avance je vais réessayer plus tard;Négatif;1.0;True;Sinistre / Indemnisation;;1.0;keywords;False;Sinistre / Indemnisation;;ASSURANCE_FINAL_v1
5431;2024-11-26;Android;App;neg;photo;bris_de_glace;3-10 ans;tiers;2;moyenne;Occitanie;App;Franchement, je ne peux pas joindre les images même en 4G, franchement rien n'avance, merci de corriger vite.;franchement je ne peux pas joindre les images même en g franchement rien n'avance merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5432;2024-12-02;Web;App;neu;parcours;collision;1-3 ans;jeune_conducteur;3;moyenne;Hauts-de-France;Web;C'est mitigé, les infos demandées se répètent sur la partie indemnisation, franchement j'ai dû m'y reprendre, ça manque de simplicité.;c'est mitigé les infos demandées se répètent sur la partie indemnisation franchement j'ai dû m'y reprendre ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5433;2024-05-09;Web;Web;neg;bug;collision;3-10 ans;jeune_conducteur;2;forte;Grand Est;App;Ras-le-bol, l'application plante quand j'ouvre le dossier malgré plusieurs essais, alors je perds un temps fou, j'espère que ça ira mieux.;ras le bol l'application plante quand j'ouvre le dossier malgré plusieurs essais alors je perds un temps fou j'espère que ça ira mieux;Négatif;1.0;True;Technique / Bug / Fonctionnalité;;3.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
5434;2024-06-02;iOS;App;neg;photo;collision;3-10 ans;tiers;2;forte;Bretagne;Email;C'est inadmissible, le scan des documents tourne en rond après trois essais malgré plusieurs essais, franchement je perds un temps fou, j'ai fini par appeler.;c'est inadmissible le scan des documents tourne en rond après trois essais malgré plusieurs essais franchement je perds un temps fou j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5435;2024-06-04;Android;Web;pos;complexité;collision;1-3 ans;tous_risques;4;faible;Hauts-de-France;Web;Bonne expérience, c'est trop technique pour un sinistre simple et j'ai pu finaliser sans stress, donc tout est bien expliqué, continuez comme ça.;bonne expérience c'est trop technique pour un sinistre simple et j'ai pu finaliser sans stress donc tout est bien expliqué continuez comme ça;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5436;2024-09-06;iOS;Web;neg;photo;collision;1-3 ans;tous_risques;1;faible;Bourgogne-Franche-Comté;Web;Franchement, le scan des documents tourne en rond pendant la déclaration malgré plusieurs essais, bref rien n'avance, ça devient pénible.;franchement le scan des documents tourne en rond pendant la déclaration malgré plusieurs essais bref rien n'avance ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5437;2024-03-09;Web;Web;neu;parcours;bris_de_glace;1-3 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Téléphone;Globalement ça va, le parcours est confus entre les onglets, honnêtement ça passe mais c'est limite, j'attends une amélioration.;globalement ça va le parcours est confus entre les onglets honnêtement ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5438;2024-07-18;iOS;App;neu;parcours;collision;10+ ans;jeune_conducteur;3;faible;Pays de la Loire;Téléphone;Pas terrible mais bon, je ne comprends pas les étapes entre les onglets, bref j'ai réussi au final, j'attends une amélioration.;pas terrible mais bon je ne comprends pas les étapes entre les onglets bref j'ai réussi au final j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5439;2024-02-24;iOS;App;neg;bug;catastrophe_naturelle;3-10 ans;tiers;2;faible;Nouvelle-Aquitaine;App;Ras-le-bol, un message d'erreur apparaît sur mon téléphone malgré plusieurs essais, bref je perds un temps fou, c'est pas sérieux.;ras le bol un message d'erreur apparaît sur mon téléphone malgré plusieurs essais bref je perds un temps fou c'est pas sérieux;Négatif;1.0;True;Technique / Bug / Fonctionnalité;;1.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
5440;2024-10-23;Android;Téléphone;neg;parcours;vol;1-3 ans;tous_risques;2;faible;Normandie;App;Très mécontent je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage malgré plusieurs essais bref rien n'avance c'est pas.;très mécontent je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage malgré plusieurs essais bref rien n'avance c'est pas;Négatif;1.0;True;Sinistre / Indemnisation;;1.0;keywords;False;Sinistre / Indemnisation;;ASSURANCE_FINAL_v1
5441;2024-09-06;Web;App;pos;parcours;collision;3-10 ans;tous_risques;5;faible;Auvergne-Rhône-Alpes;App;Très satisfait, le parcours est confus sur le récapitulatif mais la résolution a été rapide, honnêtement le suivi était clair, service efficace, clair.;très satisfait le parcours est confus sur le récapitulatif mais la résolution a été rapide honnêtement le suivi était clair service efficace clair;Positif;3.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5442;2024-10-09;Android;Web;neg;authentification;collision;0-1 an;tous_risques;1;moyenne;Nouvelle-Aquitaine;Email;Je suis déçu, le code SMS n'arrive pas après changement de téléphone et je perds tout, donc rien n'avance, j'espère que ça ira mieux.;je suis déçu le code sms n'arrive pas après changement de téléphone et je perds tout donc rien n'avance j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;2.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5443;2024-08-25;Web;Web;neg;photo;bris_de_glace;0-1 an;pro;1;faible;Grand Est;Web;C'est inadmissible, les photos restent en attente à la fin du formulaire malgré plusieurs essais, et rien n'avance, merci de corriger vite.;c'est inadmissible les photos restent en attente à la fin du formulaire malgré plusieurs essais et rien n'avance merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5444;2024-06-26;Android;Téléphone;neg;photo;collision;3-10 ans;jeune_conducteur;1;faible;Bretagne;Web;Ras-le-bol, l'ajout des photos bloque après trois essais, bref rien n'avance, bonne journée.;ras le bol l'ajout des photos bloque après trois essais bref rien n'avance bonne journée;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5445;2024-02-24;iOS;Téléphone;neg;photo;collision;0-1 an;tiers;2;moyenne;Île-de-France;Téléphone;Franchement, les photos restent en attente au moment de valider malgré plusieurs essais, alors ça bloque encore, j'ai fini par appeler.;franchement les photos restent en attente au moment de valider malgré plusieurs essais alors ça bloque encore j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
5446;2024-08-31;Web;App;neu;complexité;collision;1-3 ans;tiers;3;faible;Auvergne-Rhône-Alpes;App;Pas terrible mais bon, on me demande des infos impossibles juste pour une info, mais ça passe mais c'est limite, ça manque de simplicité.;pas terrible mais bon on me demande des infos impossibles juste pour une info mais ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5447;2024-09-28;Android;Téléphone;neg;complexité;collision;10+ ans;tiers;2;faible;Grand Est;App;Ras-le-bol, je dois refaire plusieurs fois pour avancer et je perds tout, du coup rien n'avance, bonne journée.;ras le bol je dois refaire plusieurs fois pour avancer et je perds tout du coup rien n'avance bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5448;2024-06-19;iOS;Web;neu;complexité;collision;0-1 an;tiers;3;moyenne;Pays de la Loire;Téléphone;C'est mitigé, je dois refaire plusieurs fois juste pour une info, alors j'ai dû m'y reprendre, le support via téléphone a aidé.;c'est mitigé je dois refaire plusieurs fois juste pour une info alors j'ai dû m'y reprendre le support via téléphone a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5449;2024-02-06;iOS;Web;neg;parcours;catastrophe_naturelle;1-3 ans;tiers;2;faible;Île-de-France;App;Ras-le-bol, les infos demandées se répètent entre les onglets, mais je perds un temps fou, j'ai fini par appeler.;ras le bol les infos demandées se répètent entre les onglets mais je perds un temps fou j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5450;2024-07-25;Android;Web;neg;photo;bris_de_glace;0-1 an;tiers;1;faible;Île-de-France;App;Franchement, l'envoi des clichés échoue après trois essais et je perds tout, honnêtement rien n'avance, merci quand même.;franchement l'envoi des clichés échoue après trois essais et je perds tout honnêtement rien n'avance merci quand même;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5451;2024-08-13;Web;App;neu;parcours;collision;0-1 an;tiers;3;moyenne;Normandie;Web;Pas terrible mais bon, le parcours est confus quand il faut choisir le garage, honnêtement ça passe mais c'est limite, ça manque de simplicité.;pas terrible mais bon le parcours est confus quand il faut choisir le garage honnêtement ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5452;2024-04-12;Android;Téléphone;neg;photo;collision;10+ ans;pro;2;faible;Pays de la Loire;App;Très mécontent, l'envoi des clichés échoue au moment de valider malgré plusieurs essais, honnêtement je perds un temps fou, bonne journée.;très mécontent l'envoi des clichés échoue au moment de valider malgré plusieurs essais honnêtement je perds un temps fou bonne journée;Négatif;1.0;True;Inconnu;;0.0;no_signal;False;Inconnu;;ASSURANCE_FINAL_v1
5453;2024-02-03;iOS;App;neg;authentification;collision;0-1 an;jeune_conducteur;2;moyenne;Pays de la Loire;App;Très mécontent, ça bloque sur l'authentification sur l'espace client malgré plusieurs essais, alors je perds un temps fou, je vais réessayer plus tard.;très mécontent ça bloque sur l'authentification sur l'espace client malgré plusieurs essais alors je perds un temps fou je vais réessayer plus tard;Négatif;2.0;True;Compte / Connexion / Authentification;;2.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
5454;2024-03-01;Android;Téléphone;pos;photo;catastrophe_naturelle;3-10 ans;tous_risques;5;moyenne;Bourgogne-Franche-Comté;Web;Nickel le scan des documents tourne en rond après trois essais au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme.;nickel le scan des documents tourne en rond après trois essais au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
5455;2024-02-18;iOS;App;neg;parcours;bris_de_glace;3-10 ans;tiers;1;faible;Bourgogne-Franche-Comté;Email;Très mécontent, le parcours est confus sur le récapitulatif malgré plusieurs essais, du coup ça bloque encore, je vais réessayer plus tard.;très mécontent le parcours est confus sur le récapitulatif malgré plusieurs essais du coup ça bloque encore je vais réessayer plus tard;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
